city,geo_key,geo_level,str_density,active_listings,entire_home_count,median_nightly_price,p25_price,p75_price,avg_occupancy,total_revenue,breach_count_90,breach_count_60,breach_count_30,reside_unregistered_count,multi_listing_host_count,commercial_host_share,entire_home_share,multi_listing_host_share,active_share,breach_rate_90,breach_rate_60,breach_rate_30,reside_unregistered_share,professional_management_share,tier_concentration_price,tier_sample_adequate,cluster_label,cluster_distance,risk_priority_score,subdivision,breach_rate,listings_impacted_90,listings_impacted_60,listings_impacted_30
london,Crofton,subdivision,2,1,1,64.6,63.0,66.2,0.0,4299.0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Crofton,0.0,0,0,1
london,Dulwich,subdivision,2,1,1,161.4,139.25,183.55,0.0,4131.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Dulwich,0.0,0,0,0
london,Enfield Island Village,subdivision,2,1,1,150.4,150.4,150.4,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Enfield Island Village,0.0,0,0,0
london,Fairlop,subdivision,2,1,1,36.4,36.4,36.4,0.011,71.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.7614,8.03,Fairlop,0.0,0,0,0
london,Forestdale,subdivision,2,1,1,170.8,170.8,170.8,0.0,2379.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Forestdale,0.0,0,0,0
london,Gould's Green,subdivision,2,2,1,94.9,81.8,108.0,0.1665,14017.0,0,1,1,0,0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,tier_3,False,low_impact,1.2552,8.03,Gould's Green,0.0,0,1,1
london,Harold Hill,subdivision,2,2,1,293.95,180.975,406.925,0.011,14609.0,0,0,0,0,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,tier_3,False,low_impact,0.7614,8.03,Harold Hill,0.0,0,0,0
london,Harold Wood,subdivision,2,1,1,148.65,105.675,191.625,0.0,1878.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Harold Wood,0.0,0,0,0
london,Havelock Estate,subdivision,2,1,1,66.6,33.3,99.9,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Havelock Estate,0.0,0,0,0
london,Hook,subdivision,2,2,1,98.0,78.4,117.6,0.039,5669.0,0,0,0,1,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.6716,8.03,Hook,0.0,0,0,0
london,Lisson Green Estate,subdivision,2,1,1,144.0,144.0,144.0,0.011,1006.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,tier_3,False,low_impact,0.7614,8.03,Lisson Green Estate,0.0,0,0,0
london,Millennium Quay,subdivision,2,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Millennium Quay,0.0,0,0,0
london,North Greenford,subdivision,2,1,1,48.3,48.3,48.3,0.778,13982.0,0,0,0,1,1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,emerging,5.7253,8.03,North Greenford,0.0,0,0,0
london,Old Malden,subdivision,2,1,1,118.45,85.525,151.375,0.0,7777.0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Old Malden,0.0,0,0,1
london,Petts Wood,subdivision,2,1,1,79.1,79.1,79.1,0.489,19803.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,emerging,3.5638,8.03,Petts Wood,0.0,0,0,0
london,Roundshaw,subdivision,2,1,1,119.2,119.2,119.2,0.0,0.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,,tier_3,False,low_impact,0.8169,8.03,Roundshaw,0.0,0,0,0
london,Royal Borough of Kensington and Chelsea,neighborhood,2,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.8169,8.03,Royal Borough of Kensington and Chelsea,0.0,0,0,0
london,South Hornchurch,subdivision,2,1,1,171.7,132.85,210.55,0.0,3854.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,South Hornchurch,0.0,0,0,0
london,Southall Green,subdivision,2,1,1,52.1,52.1,52.1,0.0,0.0,0,0,0,1,1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,1.7091,8.03,Southall Green,0.0,0,0,0
london,Upper Sydenham,subdivision,2,1,1,53.2,53.2,53.2,0.0,109.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.8169,8.03,Upper Sydenham,0.0,0,0,0
london,Wimbledon Village,subdivision,2,2,1,219.5,201.95,237.05,0.0055,24651.0,0,1,1,0,1,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,tier_3,False,low_impact,1.6954,8.03,Wimbledon Village,0.0,0,1,1
london,Yeading,subdivision,2,1,1,63.1,63.1,63.1,0.0,2042.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.8169,8.03,Yeading,0.0,0,0,0
london,Barking Riverside,subdivision,3,1,1,119.15,89.975,148.325,0.0,379.0,0,0,0,0,0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.9328,7.11,Barking Riverside,0.0,0,0,0
london,Barkingside,subdivision,3,2,1,61.25,60.075,62.425,0.0,401.0,0,0,0,1,0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.9328,7.11,Barkingside,0.0,0,0,0
london,Eastcote,subdivision,3,0,1,59.9,59.9,59.9,0.0,0.0,0,0,0,1,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.9328,7.11,Eastcote,0.0,0,0,0
london,Elmstead,subdivision,3,2,1,123.2,88.9,157.5,0.178,7185.0,0,0,0,0,1,0.0,0.3333,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.6035,7.11,Elmstead,0.0,0,0,0
london,Hale End,subdivision,3,2,1,62.2,61.8,104.35,0.1073,5191.0,0,0,0,0,1,0.0,0.3333,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.2087,7.11,Hale End,0.0,0,0,0
london,London Borough of Havering,neighborhood,3,2,1,48.8,24.4,54.3,0.1963,13376.0,0,0,0,0,0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.5638,7.11,London Borough of Havering,0.0,0,0,0
london,Longlands,subdivision,3,1,1,80.8,80.8,80.8,0.0,394.0,0,0,0,1,0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.9328,7.11,Longlands,0.0,0,0,0
london,New Capital Quay,subdivision,3,3,1,87.1,86.85,144.7,0.0,25704.0,0,1,1,0,2,0.0,0.3333,0.6667,1.0,0.0,1.0,1.0,0.0,0.0,tier_3,False,low_impact,2.4026,7.11,New Capital Quay,0.0,0,1,1
london,Sundridge,subdivision,3,1,1,124.05,82.475,165.625,0.0,43.0,0,0,0,0,0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.9328,7.11,Sundridge,0.0,0,0,0
london,Hampton Hill,subdivision,4,2,1,88.0,78.85,121.3,0.148,37044.0,0,0,0,0,0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.3389,6.42,Hampton Hill,0.0,0,0,0
london,London Borough of Bromley,neighborhood,4,4,1,82.1,62.9,120.475,0.0418,10109.0,0,0,0,0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.0,6.42,London Borough of Bromley,0.0,0,0,0
london,Scrattons Farm,subdivision,4,4,1,65.4,55.125,85.45,0.0332,23087.0,0,0,0,0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,1.0104,6.42,Scrattons Farm,0.0,0,0,0
london,South Woodford,subdivision,4,2,1,47.5,43.7,143.0,0.0037,23808.0,0,1,1,0,0,0.0,0.25,0.0,0.5,0.0,1.0,1.0,0.0,0.0,tier_3,False,low_impact,1.0908,6.42,South Woodford,0.0,0,1,1
london,Upper Walthamstow,subdivision,4,3,1,91.4,81.1,101.7,0.0,1649.0,0,0,0,1,0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,1.1053,6.42,Upper Walthamstow,0.0,0,0,0
london,Bedfont,subdivision,5,3,1,74.6,53.15,82.05,0.0037,2702.0,0,0,0,1,0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,1.0,0.0,tier_3,True,low_impact,1.2165,5.9,Bedfont,0.0,0,0,0
london,New Southgate,subdivision,6,5,1,64.6,58.5,159.5,0.2244,26398.0,0,0,0,1,0,0.0,0.1667,0.0,0.8333,0.0,0.0,0.0,1.0,0.0,tier_3,True,low_impact,2.0205,5.51,New Southgate,0.0,0,0,0
london,Southend,subdivision,7,6,1,66.0,54.3,95.5,0.0921,27959.0,0,0,0,0,2,0.0,0.1429,0.2857,0.8571,0.0,0.0,0.0,0.0,0.0,tier_3,True,low_impact,1.4386,5.2,Southend,0.0,0,0,0
london,East Ham,subdivision,6,4,0,74.1,63.7,82.075,0.111,32312.0,0,0,0,0,0,0.0,0.0,0.0,0.6667,,,,,0.0,tier_3,True,low_impact,1.8392,0.42,East Ham,,0,0,0
london,Upton Park,subdivision,5,3,0,74.1,60.225,84.7,0.125,6424.0,0,0,0,0,0,0.0,0.0,0.0,0.6,,,,,0.0,tier_3,True,low_impact,1.8839,0.31,Upton Park,,0,0,0
london,Brunswick Park,subdivision,4,3,0,59.0,56.35,65.7,0.2963,30422.0,0,0,0,0,0,0.0,0.0,0.0,0.75,,,,,0.0,tier_3,False,low_impact,2.8734,0.21,Brunswick Park,,0,0,0
london,Kenley,subdivision,4,1,0,80.05,65.875,94.225,0.028,6115.0,0,0,0,0,0,0.0,0.0,0.0,0.25,,,,,0.0,tier_3,False,low_impact,1.7723,0.21,Kenley,,0,0,0
london,Middle Park,subdivision,3,1,0,50.15,47.325,52.975,0.2555,7952.0,0,0,0,0,0,0.0,0.0,0.0,0.3333,,,,,0.0,tier_3,False,low_impact,2.5861,0.12,Middle Park,,0,0,0
london,Sanderstead,subdivision,3,0,0,42.35,21.175,63.525,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,tier_3,False,low_impact,1.8256,0.12,Sanderstead,,0,0,0
london,South Stanmore,subdivision,3,1,0,48.0,48.0,48.0,0.122,1275.0,0,0,0,0,0,0.0,0.0,0.0,0.3333,,,,,0.0,tier_3,False,low_impact,1.8788,0.12,South Stanmore,,0,0,0
london,West Tokyngton,subdivision,3,2,0,165.4,129.45,201.35,0.0445,10038.0,0,0,0,0,1,0.0,0.0,0.3333,0.6667,,,,,0.0,tier_3,False,low_impact,1.9133,0.12,West Tokyngton,,0,0,0
london,Enfield Wash,subdivision,2,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8287,0.04,Enfield Wash,,0,0,0
london,Marks Gate,subdivision,2,0,0,96.3,96.3,96.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,tier_3,False,low_impact,1.8287,0.04,Marks Gate,,0,0,0
london,Motspur Park,subdivision,2,1,0,32.85,16.425,49.275,0.1,9739.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0,tier_3,False,low_impact,1.821,0.04,Motspur Park,,0,0,0
london,Tolworth,subdivision,2,1,0,44.4,44.4,44.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0,tier_3,False,low_impact,1.8287,0.04,Tolworth,,0,0,0
london,Upper Belvedere,subdivision,2,2,0,58.15,55.525,60.775,0.011,306.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8046,0.04,Upper Belvedere,,0,0,0
london,Woodford Wells,subdivision,2,1,0,106.7,106.7,106.7,0.0,675.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0,tier_3,False,low_impact,1.8287,0.04,Woodford Wells,,0,0,0
london,Aperfield,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Aperfield,,0,0,0
london,Ardleigh Green,subdivision,1,1,0,85.7,85.7,85.7,0.089,15480.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8022,0.0,Ardleigh Green,,0,0,0
london,Becontree Heath,subdivision,1,1,0,64.9,64.9,64.9,0.7,6311.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,emerging,5.5065,0.0,Becontree Heath,,0,0,0
london,Beddington,subdivision,1,1,0,48.2,48.2,48.2,0.567,6826.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,emerging,4.6197,0.0,Beddington,,0,0,0
london,Blendon,subdivision,1,1,0,46.0,46.0,46.0,0.022,7948.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.7897,0.0,Blendon,,0,0,0
london,Broadfields,subdivision,1,1,0,47.5,47.5,47.5,0.056,2308.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.7689,0.0,Broadfields,,0,0,0
london,Cane Hill Park,subdivision,1,1,0,79.1,79.1,79.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Cane Hill Park,,0,0,0
london,Carshalton-on-the-Hill,subdivision,1,0,0,47.5,47.5,47.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Carshalton-on-the-Hill,,0,0,0
london,Cockfosters,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Cockfosters,,0,0,0
london,Colnbrook with Poyle,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Colnbrook with Poyle,,0,0,0
london,Crayford,subdivision,1,1,0,67.4,67.4,67.4,0.2,6662.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,2.2419,0.0,Crayford,,0,0,0
london,Eastcote Village,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Eastcote Village,,0,0,0
london,Elder Farm,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Elder Farm,,0,0,0
london,Glyndon,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Glyndon,,0,0,0
london,Grand Union Village,subdivision,1,1,0,49.6,49.6,49.6,0.0,2094.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Grand Union Village,,0,0,0
london,Harrow on the Hill,subdivision,1,1,0,59.3,59.3,59.3,0.0,624.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Harrow on the Hill,,0,0,0
london,Lower Morden,subdivision,1,1,0,71.5,71.5,71.5,0.1,4714.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8246,0.0,Lower Morden,,0,0,0
london,Loxford,subdivision,1,1,0,21.1,21.1,21.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Loxford,,0,0,0
london,Meridian Estate,subdivision,1,1,0,66.4,66.4,66.4,0.0,1069.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Meridian Estate,,0,0,0
london,Mozart Estate,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Mozart Estate,,0,0,0
london,North Tokyngton,subdivision,1,1,0,113.2,113.2,113.2,0.089,9154.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8022,0.0,North Tokyngton,,0,0,0
london,Park Langley,subdivision,1,1,0,112.6,112.6,112.6,0.0,862.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Park Langley,,0,0,0
london,Patmore Estate,subdivision,1,1,0,230.1,230.1,230.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Patmore Estate,,0,0,0
london,Queensbury,subdivision,1,1,0,104.6,104.6,104.6,0.367,21662.0,0,0,0,0,1,0.0,0.0,1.0,1.0,,,,,1.0,tier_3,False,saturated,4.6581,0.0,Queensbury,,0,0,0
london,Ramsden,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Ramsden,,0,0,0
london,Rectory Hartlands,subdivision,1,1,0,48.6,48.6,48.6,0.078,5028.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.7853,0.0,Rectory Hartlands,,0,0,0
london,Rosehill,subdivision,1,1,0,61.5,61.5,61.5,0.0,1219.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Rosehill,,0,0,0
london,Selsdon,subdivision,1,0,0,55.5,55.5,55.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Selsdon,,0,0,0
london,Seven Sisters,subdivision,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Seven Sisters,,0,0,0
london,Slade Green,subdivision,1,1,0,51.3,51.3,51.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.8323,0.0,Slade Green,,0,0,0
london,St Raphaels,subdivision,1,1,0,128.8,128.8,128.8,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,St Raphaels,,0,0,0
london,Totteridge,subdivision,1,1,0,66.9,66.9,66.9,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Totteridge,,0,0,0
london,Wallington,subdivision,1,1,0,51.0,51.0,51.0,0.256,2781.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,2.5943,0.0,Wallington,,0,0,0
london,Wayfarer Estate,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Wayfarer Estate,,0,0,0
london,Welling,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Welling,,0,0,0
london,Woodberry Down,subdivision,1,0,0,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,tier_3,False,low_impact,1.8323,0.0,Woodberry Down,,0,0,0
london,Woodford Green,subdivision,1,1,0,72.3,72.3,72.3,0.044,1362.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0,tier_3,False,low_impact,1.7699,0.0,Woodford Green,,0,0,0
