city,geo_key,geo_level,str_density,active_listings,entire_home_count,median_nightly_price,p25_price,p75_price,avg_occupancy,total_revenue,breach_count_90,breach_count_60,breach_count_30,reside_unregistered_count,multi_listing_host_count,commercial_host_share,entire_home_share,multi_listing_host_share,active_share,breach_rate_90,breach_rate_60,breach_rate_30,reside_unregistered_share,professional_management_share,tier_concentration_price,tier_sample_adequate,cluster_label,cluster_distance,risk_priority_score,subdivision,breach_rate,listings_impacted_90,listings_impacted_60,listings_impacted_30
london,Northumberland Heath,subdivision,13,8,3,66.3,50.2,77.9,0.0444,32187.0,1,1,1,2,5,0.0,0.2308,0.3846,0.6154,0.3333,0.3333,0.3333,0.6667,0.0,tier_3,True,low_impact,1.7277,24.13,Northumberland Heath,0.3333,1,1,1
london,Hillingdon,subdivision,13,8,6,124.0,61.2,208.7,0.047,46559.0,0,2,2,1,4,0.1538,0.4615,0.3077,0.6154,0.0,0.3333,0.3333,0.1667,0.25,tier_3,True,low_impact,1.3854,24.12,Hillingdon,0.0,0,2,2
london,Beckenham,subdivision,2,1,2,165.7,165.7,165.7,0.067,31957.0,1,1,1,1,0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,tier_3,False,emerging,2.3062,24.01,Beckenham,0.5,1,1,1
london,Burnt Ash,subdivision,2,2,2,247.15,185.225,309.075,0.139,66590.0,1,1,1,0,1,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,tier_3,False,emerging,2.0382,24.01,Burnt Ash,0.5,1,1,1
london,Carlton Gate,subdivision,2,2,2,238.75,202.425,275.075,0.122,53082.0,1,1,1,1,0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,tier_3,False,emerging,1.9793,24.01,Carlton Gate,0.5,1,1,1
london,Carolina Wong,subdivision,2,1,2,378.9,378.9,378.9,0.3,47657.0,1,1,1,1,1,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,tier_3,False,emerging,1.8777,24.01,Carolina Wong,0.5,1,1,1
london,Cranford,subdivision,2,1,2,108.95,86.825,131.075,0.1555,16820.0,1,1,1,1,0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,tier_3,False,emerging,1.8221,24.01,Cranford,0.5,1,1,1
london,Custom House,subdivision,2,2,1,169.75,121.075,218.425,0.1165,43170.0,1,1,1,0,1,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.3551,24.01,Custom House,1.0,1,1,1
london,Hounslow West,subdivision,2,2,1,126.85,87.025,166.675,0.0165,23684.0,1,1,1,0,0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.8306,24.01,Hounslow West,1.0,1,1,1
london,Mapesbury,subdivision,2,2,1,162.95,111.675,214.225,0.3055,45997.0,1,1,1,0,1,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.1287,24.01,Mapesbury,1.0,1,1,1
london,Pinner,subdivision,2,1,2,122.2,122.2,122.2,0.2,16664.0,1,1,1,1,0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,tier_3,False,emerging,1.681,24.01,Pinner,0.5,1,1,1
london,London Borough of Redbridge,neighborhood,12,6,6,130.4,109.725,170.125,0.1333,35987.0,0,0,0,6,3,0.0833,0.5,0.25,0.5,0.0,0.0,0.0,1.0,0.3333,tier_3,True,low_impact,1.1288,23.13,London Borough of Redbridge,0.0,0,0,0
london,Royal Borough of Kingston upon Thames,neighborhood,4,4,3,92.15,76.1,112.975,0.0,17857.0,0,0,1,0,3,0.25,0.75,0.75,1.0,0.0,0.0,0.3333,0.0,0.0,tier_3,False,saturated,2.2966,22.99,Royal Borough of Kingston upon Thames,0.0,0,0,1
london,Harmondsworth,subdivision,5,2,4,195.7,173.275,267.025,0.0028,2826.0,0,0,0,1,4,0.0,0.8,0.8,0.4,0.0,0.0,0.0,0.25,0.0,tier_2,True,saturated,2.8269,22.68,Harmondsworth,0.0,0,0,0
london,Lower Edmonton,subdivision,2,1,2,212.7,212.7,212.7,0.056,17157.0,0,1,1,1,2,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,tier_3,False,saturated,3.8547,21.35,Lower Edmonton,0.0,0,1,1
london,West Smithfield,subdivision,2,1,2,239.4,239.4,239.4,0.0,0.0,0,0,0,1,1,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,tier_3,False,saturated,3.3004,21.35,West Smithfield,0.0,0,0,0
london,Bedford Park,subdivision,3,3,3,124.3,124.25,131.1,0.0,1605.0,0,0,0,3,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,tier_3,False,saturated,3.4689,21.09,Bedford Park,0.0,0,0,0
london,Blackfen,subdivision,3,3,3,162.0,158.6,163.6,0.026,16154.0,0,1,1,0,2,0.0,1.0,0.6667,1.0,0.0,0.3333,0.3333,0.0,0.0,tier_3,False,saturated,2.7194,21.09,Blackfen,0.0,0,1,1
london,Chalk Hill Estate,subdivision,3,3,3,255.9,241.7,287.1,0.048,40779.0,0,1,1,0,2,0.0,1.0,0.6667,1.0,0.0,0.3333,0.3333,0.0,0.0,tier_3,False,saturated,2.6626,21.09,Chalk Hill Estate,0.0,0,1,1
london,Chislehurst,subdivision,3,3,3,160.7,157.5,161.15,0.059,22324.0,0,1,2,0,2,0.0,1.0,0.6667,1.0,0.0,0.3333,0.6667,0.0,0.0,tier_3,False,saturated,2.6397,21.09,Chislehurst,0.0,0,1,2
london,Collier Row,subdivision,3,2,3,115.4,57.7,121.15,0.0,0.0,0,0,0,2,0,0.0,1.0,0.0,0.6667,0.0,0.0,0.0,0.6667,0.0,tier_3,False,low_impact,2.0204,21.09,Collier Row,0.0,0,0,0
london,Little Ilford,subdivision,3,1,3,109.7,109.7,109.7,0.0,571.0,0,0,0,2,0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0,tier_3,False,low_impact,2.0204,21.09,Little Ilford,0.0,0,0,0
london,North End,subdivision,6,3,4,205.6,151.45,222.65,0.011,6064.0,0,0,1,2,0,0.0,0.6667,0.0,0.5,0.0,0.0,0.25,0.5,0.0,tier_2,True,low_impact,1.0041,20.76,North End,0.0,0,0,1
london,Perry Vale,subdivision,16,6,7,105.0,61.65,179.2,0.0714,26122.0,0,0,0,6,0,0.0,0.4375,0.0,0.375,0.0,0.0,0.0,0.8571,0.0,tier_3,True,low_impact,0.6831,20.41,Perry Vale,0.0,0,0,0
london,Heston,subdivision,9,3,4,81.2,48.3,120.2,0.1244,29075.0,0,0,0,4,3,0.1111,0.4444,0.3333,0.3333,0.0,0.0,0.0,1.0,0.25,tier_3,True,low_impact,1.3855,19.44,Heston,0.0,0,0,0
london,Downham,subdivision,7,3,4,97.95,48.875,130.0,0.0482,9878.0,0,0,0,1,0,0.0,0.5714,0.0,0.4286,0.0,0.0,0.0,0.25,0.0,tier_3,True,low_impact,0.7167,19.18,Downham,0.0,0,0,0
london,Stanmore,subdivision,7,3,4,146.05,73.2,236.975,0.1415,22697.0,0,0,1,3,2,0.0,0.5714,0.2857,0.4286,0.0,0.0,0.25,0.75,0.0,tier_3,True,low_impact,1.2049,19.18,Stanmore,0.0,0,0,1
london,Imperial Wharf,subdivision,4,3,3,279.2,187.5,456.05,0.1373,27518.0,0,0,0,1,1,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.3333,0.0,tier_3,False,low_impact,1.4349,18.85,Imperial Wharf,0.0,0,0,0
london,The Hale,subdivision,4,0,3,112.15,56.075,168.225,0.0,0.0,0,0,0,2,2,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.6667,0.0,tier_3,False,low_impact,1.9621,18.85,The Hale,0.0,0,0,0
london,Aldgate,subdivision,1,1,1,428.2,428.2,428.2,0.667,139481.0,1,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,5.4941,18.64,Aldgate,1.0,1,1,1
london,Bishopsgate Without,subdivision,1,1,1,393.1,393.1,393.1,0.722,122087.0,1,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,5.8718,18.64,Bishopsgate Without,1.0,1,1,1
london,East Wickham,subdivision,1,1,1,170.9,170.9,170.9,0.522,49083.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,3.4213,18.64,East Wickham,1.0,1,1,1
london,Green Street Green,subdivision,1,1,1,437.4,437.4,437.4,0.222,45691.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.2324,18.64,Green Street Green,1.0,1,1,1
london,Greenland Place,subdivision,1,1,1,177.0,177.0,177.0,0.0,21984.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,3.1632,18.64,Greenland Place,1.0,1,1,1
london,Ham,subdivision,1,1,1,399.0,399.0,399.0,0.122,62515.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,2.4887,18.64,Ham,1.0,1,1,1
london,Lydford Estate,subdivision,1,1,1,139.2,139.2,139.2,0.044,21360.0,1,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,4.2426,18.64,Lydford Estate,1.0,1,1,1
london,Malden Rushett,subdivision,1,1,1,127.8,127.8,127.8,0.5,29578.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,3.2688,18.64,Malden Rushett,1.0,1,1,1
london,Shortlands,subdivision,1,1,1,153.8,153.8,153.8,0.522,39781.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,tier_3,False,emerging,3.4213,18.64,Shortlands,1.0,1,1,1
london,West Ham,subdivision,20,8,5,73.2,63.3,87.3,0.1405,28834.0,0,0,0,2,7,0.15,0.25,0.35,0.4,0.0,0.0,0.0,0.4,0.0,tier_3,True,low_impact,1.8739,18.01,West Ham,0.0,0,0,0
london,Charlton,subdivision,12,7,5,177.6,74.0,229.3,0.0272,74466.0,0,1,3,1,1,0.0,0.4167,0.0833,0.5833,0.0,0.2,0.6,0.2,0.5,tier_3,True,low_impact,0.506,17.65,Charlton,0.0,0,1,3
london,Becontree,subdivision,7,1,3,108.9,65.7,199.3,0.1168,18131.0,0,0,0,1,1,0.1429,0.4286,0.1429,0.1429,0.0,0.0,0.0,0.3333,0.0,tier_3,True,low_impact,1.2284,17.63,Becontree,0.0,0,0,0
london,Barnehurst,subdivision,5,4,3,173.9,52.0,298.175,0.0,3414.0,0,0,0,2,2,0.0,0.6,0.4,0.8,0.0,0.0,0.0,0.6667,0.0,tier_3,True,low_impact,1.3982,17.09,Barnehurst,0.0,0,0,0
london,Chingford,subdivision,5,2,3,73.5,36.75,95.9,0.0,603.0,0,0,0,1,2,0.0,0.6,0.4,0.4,0.0,0.0,0.0,0.3333,0.0,tier_3,True,low_impact,1.3982,17.09,Chingford,0.0,0,0,0
london,London Borough of Merton,neighborhood,5,3,3,184.9,137.575,237.775,0.0055,1635.0,0,0,0,2,0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6667,0.0,tier_3,True,low_impact,0.888,17.09,London Borough of Merton,0.0,0,0,0
london,Scotch Estate,subdivision,5,4,3,113.2,94.225,149.6,0.0832,22552.0,0,0,1,1,0,0.0,0.6,0.0,0.8,0.0,0.0,0.3333,0.3333,0.0,tier_3,True,low_impact,0.8312,17.09,Scotch Estate,0.0,0,0,1
london,Seven Kings,subdivision,13,6,5,85.2,45.3,182.6,0.0432,26717.0,0,0,0,2,0,0.0,0.3846,0.0,0.4615,0.0,0.0,0.0,0.4,0.0,tier_3,True,low_impact,0.698,16.88,Seven Kings,0.0,0,0,0
london,Roehampton,subdivision,22,12,6,78.25,56.5,118.275,0.0571,41994.0,0,0,0,5,4,0.0455,0.2727,0.1818,0.5455,0.0,0.0,0.0,0.8333,0.0,tier_3,True,low_impact,0.92,16.46,Roehampton,0.0,0,0,0
london,Banbury Park,subdivision,2,2,2,215.9,162.9,268.9,0.0,22643.0,0,1,1,0,1,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,tier_3,False,low_impact,2.5193,16.02,Banbury Park,0.0,0,1,1
london,Battersea Exchange,subdivision,2,0,2,,,,0.0,0.0,0,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0232,16.02,Battersea Exchange,0.0,0,0,0
london,Chessington,subdivision,2,2,2,227.05,225.725,228.375,0.0,0.0,0,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0232,16.02,Chessington,0.0,0,0,0
london,Horn Park,subdivision,2,1,2,204.25,197.425,211.075,0.0055,5394.0,0,0,0,0,1,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.5101,16.02,Horn Park,0.0,0,0,0
london,Hornchurch,subdivision,2,0,2,190.8,190.8,190.8,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,tier_3,False,low_impact,2.0232,16.02,Hornchurch,0.0,0,0,0
london,Little Heath,subdivision,2,1,2,139.0,139.0,139.0,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,,tier_3,False,low_impact,2.0232,16.02,Little Heath,0.0,0,0,0
london,Sudbury Hill,subdivision,2,1,2,257.65,214.125,301.175,0.0555,25245.0,0,1,1,0,0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,tier_3,False,low_impact,1.9659,16.02,Sudbury Hill,0.0,0,1,1
london,Feltham,subdivision,10,4,4,190.4,129.05,244.075,0.0472,18056.0,0,0,1,2,3,0.0,0.4,0.3,0.4,0.0,0.0,0.25,0.5,0.0,tier_3,True,low_impact,0.8774,15.84,Feltham,0.0,0,0,1
london,Friern Barnet,subdivision,10,4,4,82.1,30.75,140.3,0.0,9991.0,0,0,0,2,0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,0.8188,15.84,Friern Barnet,0.0,0,0,0
london,Norbury,subdivision,6,4,3,152.1,90.925,235.5,0.0,7257.0,0,1,1,1,0,0.0,0.5,0.0,0.6667,0.0,0.3333,0.3333,0.3333,0.0,tier_3,True,low_impact,0.7947,15.67,Norbury,0.0,0,1,1
london,Palmers Green,subdivision,6,5,3,80.4,76.8,186.5,0.2044,45748.0,0,0,2,0,0,0.0,0.5,0.0,0.8333,0.0,0.0,0.6667,0.0,0.0,tier_3,True,low_impact,1.5539,15.67,Palmers Green,0.0,0,0,2
london,Paddington Central,subdivision,1,1,1,555.3,555.3,555.3,0.0,4770.0,0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,tier_3,False,saturated,7.2023,15.54,Paddington Central,0.0,0,0,0
london,Thornton Heath,subdivision,18,10,4,54.1,47.1,94.2,0.077,21047.0,0,0,0,2,4,0.1111,0.2222,0.2222,0.5556,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,1.31,15.03,Thornton Heath,0.0,0,0,0
london,The Wrythe,subdivision,4,3,1,72.6,58.15,118.95,0.0667,7105.0,0,0,0,0,2,0.5,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.0,tier_3,False,saturated,3.3899,14.71,The Wrythe,0.0,0,0,0
london,Clayhall,subdivision,3,0,2,,,,0.0,0.0,0,0,0,2,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,1.0583,14.1,Clayhall,0.0,0,0,0
london,Enfield Lock,subdivision,3,2,2,206.7,184.85,228.55,0.0665,8152.0,0,0,1,0,0,0.0,0.6667,0.0,0.6667,0.0,0.0,0.5,0.0,0.0,tier_3,False,low_impact,0.9534,14.1,Enfield Lock,0.0,0,0,1
london,Fallow Corner,subdivision,3,3,2,322.0,176.2,447.95,0.0333,40241.0,0,0,2,0,2,0.0,0.6667,0.6667,1.0,0.0,0.0,1.0,0.0,0.0,tier_3,False,low_impact,2.4127,14.1,Fallow Corner,0.0,0,0,2
london,London Borough of Newham,neighborhood,3,2,2,138.95,117.325,160.575,0.0,0.0,0,0,0,1,0,0.0,0.6667,0.0,0.6667,0.0,0.0,0.0,0.5,,tier_3,False,low_impact,1.0583,14.1,London Borough of Newham,0.0,0,0,0
london,Woodford,subdivision,3,0,2,,,,0.0,0.0,0,0,0,2,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,1.0583,14.1,Woodford,0.0,0,0,0
london,Harrow Weald,subdivision,4,2,2,61.5,60.35,122.55,0.0,416.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,tier_3,False,low_impact,0.8038,12.63,Harrow Weald,0.0,0,0,0
london,Southbury,subdivision,8,4,2,64.3,28.45,74.25,0.0524,21362.0,0,0,0,1,3,0.125,0.25,0.375,0.5,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,1.5993,12.14,Southbury,0.0,0,0,0
london,Berrylands,subdivision,3,1,1,45.0,22.5,67.5,0.061,5281.0,0,0,0,0,1,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,tier_3,False,saturated,2.4946,11.77,Berrylands,0.0,0,0,0
london,Anerley,subdivision,5,4,2,58.1,46.6,99.25,0.0055,14114.0,0,1,1,0,2,0.0,0.4,0.4,0.8,0.0,0.5,0.5,0.0,0.0,tier_3,True,low_impact,1.3261,11.49,Anerley,0.0,0,1,1
london,Lower Belvedere,subdivision,5,3,2,132.1,103.65,161.3,0.0,1972.0,0,0,0,0,0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,tier_3,True,low_impact,0.8277,11.49,Lower Belvedere,0.0,0,0,0
london,New Malden,subdivision,5,4,2,77.1,72.95,128.85,0.0335,9336.0,0,0,0,1,3,0.0,0.4,0.6,0.8,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,2.0524,11.49,New Malden,0.0,0,0,0
london,Plashet,subdivision,5,3,2,123.9,99.9,187.05,0.0853,11746.0,0,0,0,0,1,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,tier_3,True,low_impact,0.6557,11.49,Plashet,0.0,0,0,0
london,Newbury Park,subdivision,6,2,2,105.7,93.55,112.2,0.0,959.0,0,0,0,1,1,0.0,0.3333,0.1667,0.3333,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,0.8054,10.59,Newbury Park,0.0,0,0,0
london,Elm Park,subdivision,7,5,2,152.3,96.3,156.2,0.0422,21787.0,0,0,0,0,2,0.0,0.2857,0.2857,0.7143,0.0,0.0,0.0,0.0,0.0,tier_3,True,low_impact,1.0233,9.86,Elm Park,0.0,0,0,0
london,Shooters Hill,subdivision,7,3,2,136.7,98.25,311.85,0.2557,160900.0,0,0,0,1,0,0.0,0.2857,0.0,0.4286,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,2.095,9.86,Shooters Hill,0.0,0,0,0
london,Woodside,subdivision,7,5,2,69.6,54.0,104.45,0.0206,37499.0,0,0,2,0,0,0.0,0.2857,0.0,0.7143,0.0,0.0,1.0,0.0,0.0,tier_3,True,low_impact,0.9381,9.86,Woodside,0.0,0,0,2
london,Abbots Manor Estate,subdivision,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,9.32,Abbots Manor Estate,0.0,0,0,0
london,Amberley Estate,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Amberley Estate,0.0,0,0,0
london,Beam Park,subdivision,1,1,1,210.3,210.3,210.3,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,tier_3,False,low_impact,2.0265,9.32,Beam Park,0.0,0,0,0
london,Belmont,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Belmont,0.0,0,0,0
london,Bickley,subdivision,1,1,1,193.6,193.6,193.6,0.0,2306.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,tier_3,False,low_impact,2.0265,9.32,Bickley,0.0,0,0,0
london,Carterhatch,subdivision,1,0,1,266.3,266.3,266.3,0.0,264.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,9.32,Carterhatch,0.0,0,0,0
london,Chelsea Waterfront,subdivision,1,1,1,156.3,156.3,156.3,0.0,1619.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,tier_3,False,low_impact,2.0265,9.32,Chelsea Waterfront,0.0,0,0,0
london,Eden Park,subdivision,1,1,1,222.4,222.4,222.4,0.0,0.0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,tier_3,False,saturated,3.4906,9.32,Eden Park,0.0,0,0,0
london,Falconwood,subdivision,1,1,1,265.7,265.7,265.7,0.022,12705.0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,tier_3,False,low_impact,1.9881,9.32,Falconwood,0.0,0,0,1
london,Gascoigne Estate,subdivision,1,1,1,187.5,187.5,187.5,0.0,3883.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,9.32,Gascoigne Estate,0.0,0,0,0
london,Lessness Heath,subdivision,1,0,1,155.6,155.6,155.6,0.0,0.0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,saturated,3.4906,9.32,Lessness Heath,0.0,0,0,0
london,London Borough of Islington,neighborhood,1,1,1,213.5,213.5,213.5,0.0,0.0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,tier_3,False,saturated,3.4906,9.32,London Borough of Islington,0.0,0,0,0
london,Manor House,subdivision,1,1,1,124.5,124.5,124.5,0.0,7976.0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,tier_3,False,low_impact,2.0265,9.32,Manor House,0.0,0,0,1
london,Monks Park,subdivision,1,1,1,139.9,139.9,139.9,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,tier_3,False,low_impact,2.0265,9.32,Monks Park,0.0,0,0,0
london,Mottingham,subdivision,1,1,1,276.7,276.7,276.7,0.167,12391.0,0,0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,tier_3,False,saturated,3.3471,9.32,Mottingham,0.0,0,0,1
london,Rainham,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Rainham,0.0,0,0,0
london,Shepherd's Hill,subdivision,1,1,1,120.8,120.8,120.8,0.022,8487.0,0,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,tier_3,False,low_impact,1.9881,9.32,Shepherd's Hill,0.0,0,1,1
london,Shirley,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Shirley,0.0,0,0,0
london,South Tottenham,subdivision,1,0,1,109.1,109.1,109.1,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,9.32,South Tottenham,0.0,0,0,0
london,St Mary Cray,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,St Mary Cray,0.0,0,0,0
london,Upminster,subdivision,1,1,1,275.1,275.1,275.1,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Upminster,0.0,0,0,0
london,Warwick Estate,subdivision,1,1,1,251.2,251.2,251.2,0.0,277.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,tier_3,False,low_impact,2.0265,9.32,Warwick Estate,0.0,0,0,0
london,Wimbledon Grounds,subdivision,1,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,2.0265,9.32,Wimbledon Grounds,0.0,0,0,0
london,Wood Street,subdivision,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,2.0265,9.32,Wood Street,0.0,0,0,0
london,Kenton,subdivision,8,5,2,82.7,73.0,164.7,0.0022,4896.0,0,0,0,1,4,0.0,0.25,0.5,0.625,0.0,0.0,0.0,0.5,0.0,tier_3,True,low_impact,1.8531,9.27,Kenton,0.0,0,0,0
london,Manor Park,subdivision,8,4,2,62.2,61.825,125.95,0.1907,30355.0,0,0,0,0,4,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,True,low_impact,2.2117,9.27,Manor Park,0.0,0,0,0
london,Albany Park,subdivision,2,0,1,47.8,47.8,47.8,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Albany Park,0.0,0,0,0
london,Burnt Ash Green,subdivision,2,1,1,57.4,57.4,57.4,0.0,3984.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.8169,8.03,Burnt Ash Green,0.0,0,0,0
london,Burnt Oak,subdivision,2,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Burnt Oak,0.0,0,0,0
london,Central Hill Estate,subdivision,2,1,1,58.8,58.8,58.8,0.1,6998.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,0.7994,8.03,Central Hill Estate,0.0,0,0,0
london,Chiswick Business Park,subdivision,2,1,1,206.4,161.7,251.1,0.0,2204.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,tier_3,False,low_impact,0.8169,8.03,Chiswick Business Park,0.0,0,0,0
london,Clayponds Gardens,subdivision,2,0,1,,,,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,tier_3,False,low_impact,0.8169,8.03,Clayponds Gardens,0.0,0,0,0
london,Coombe,subdivision,2,1,1,66.0,66.0,66.0,0.156,10296.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,tier_3,False,low_impact,1.1734,8.03,Coombe,0.0,0,0,0
