city,geo_key,geo_level,str_density,active_listings,entire_home_count,median_nightly_price,p25_price,p75_price,avg_occupancy,total_revenue,breach_count_90,breach_count_60,breach_count_30,reside_unregistered_count,multi_listing_host_count,commercial_host_share,entire_home_share,multi_listing_host_share,active_share,breach_rate_90,breach_rate_60,breach_rate_30,reside_unregistered_share,professional_management_share
london,Pollards Hill,subdivision,12,5,5,138.9,35.3,156.05,0.0366,32381.0,1,2,2,3,2,0.0,0.4167,0.1667,0.4167,0.2,0.4,0.4,0.6,0.0
london,Ponders End,subdivision,8,4,4,82.3,56.95,90.025,0.0167,33637.0,2,2,2,0,3,0.0,0.5,0.375,0.5,0.5,0.5,0.5,0.0,0.0
london,Poplar,subdivision,43,28,27,156.35,84.6,237.825,0.1142,562767.0,11,12,14,7,7,0.0465,0.6279,0.1628,0.6512,0.4074,0.4444,0.5185,0.2593,0.0
london,Preston,subdivision,20,14,10,104.0,84.7,174.25,0.1703,162320.0,4,4,4,4,6,0.05,0.5,0.3,0.7,0.4,0.4,0.4,0.4,0.0
london,Purley,subdivision,13,11,9,142.75,134.5,208.0,0.1408,120142.0,3,4,6,1,5,0.0,0.6923,0.3846,0.8462,0.3333,0.4444,0.6667,0.1111,0.0
london,Putney,subdivision,45,25,33,205.75,106.9,314.325,0.0881,529657.0,5,6,9,16,14,0.1556,0.7333,0.3111,0.5556,0.1515,0.1818,0.2727,0.4848,0.0
london,Queen's Park,subdivision,64,38,43,171.7,90.25,277.85,0.1047,616439.0,7,8,12,17,25,0.0781,0.6719,0.3906,0.5938,0.1628,0.186,0.2791,0.3953,0.1212
london,Queensbury,subdivision,1,1,0,104.6,104.6,104.6,0.367,21662.0,0,0,0,0,1,0.0,0.0,1.0,1.0,,,,,1.0
london,Rainham,subdivision,1,0,1,,,,,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
london,Ramsden,subdivision,1,0,0,,,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
london,Rayners Lane,subdivision,16,10,11,117.4,99.05,169.25,0.1264,107029.0,1,2,2,7,6,0.3125,0.6875,0.375,0.625,0.0909,0.1818,0.1818,0.6364,0.0
london,Raynes Park,subdivision,17,11,13,217.9,142.375,324.475,0.1408,219297.0,3,4,7,5,1,0.0,0.7647,0.0588,0.6471,0.2308,0.3077,0.5385,0.3846,0.0
london,Rectory Hartlands,subdivision,1,1,0,48.6,48.6,48.6,0.078,5028.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Redbridge,subdivision,8,6,4,96.15,71.325,149.275,0.1194,103775.0,2,2,2,1,7,0.125,0.5,0.875,0.75,0.5,0.5,0.5,0.25,0.0
london,Roding Riverside,subdivision,7,4,6,191.25,147.7,191.975,0.026,14232.0,0,0,1,2,3,0.1429,0.8571,0.4286,0.5714,0.0,0.0,0.1667,0.3333,0.0
london,Roehampton,subdivision,22,12,6,78.25,56.5,118.275,0.0571,41994.0,0,0,0,5,4,0.0455,0.2727,0.1818,0.5455,0.0,0.0,0.0,0.8333,0.0
london,Rosehill,subdivision,1,1,0,61.5,61.5,61.5,0.0,1219.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Rotherhithe,subdivision,48,29,30,161.8,62.1,247.6,0.1393,540225.0,7,8,10,11,11,0.0625,0.625,0.2292,0.6042,0.2333,0.2667,0.3333,0.3667,0.0
london,Roundshaw,subdivision,2,1,1,119.2,119.2,119.2,0.0,0.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,
london,Royal Arsenal Riverside,subdivision,9,4,9,151.5,124.575,227.775,0.0927,43855.0,1,1,1,4,0,0.0,1.0,0.0,0.4444,0.1111,0.1111,0.1111,0.4444,0.0
london,Royal Borough of Greenwich,neighborhood,17,5,11,49.95,0.0,111.65,0.0745,96229.0,2,3,3,7,4,0.0588,0.6471,0.2353,0.2941,0.1818,0.2727,0.2727,0.6364,0.0
london,Royal Borough of Kensington and Chelsea,neighborhood,2,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
london,Royal Borough of Kingston upon Thames,neighborhood,4,4,3,92.15,76.1,112.975,0.0,17857.0,0,0,1,0,3,0.25,0.75,0.75,1.0,0.0,0.0,0.3333,0.0,0.0
london,Rush Green,subdivision,6,6,5,155.55,150.35,171.325,0.0667,51704.0,1,2,2,0,3,0.1667,0.8333,0.5,1.0,0.2,0.4,0.4,0.0,0.0
london,Saint Pancras,subdivision,5,5,4,454.7,265.7,463.0,0.0978,177020.0,2,3,4,0,4,0.6,0.8,0.8,1.0,0.5,0.75,1.0,0.0,0.25
london,Sanderstead,subdivision,3,0,0,42.35,21.175,63.525,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0
london,Sands End,subdivision,9,2,7,140.4,122.35,158.45,0.0,8263.0,0,0,1,6,2,0.2222,0.7778,0.2222,0.2222,0.0,0.0,0.1429,0.8571,0.0
london,Scotch Estate,subdivision,5,4,3,113.2,94.225,149.6,0.0832,22552.0,0,0,1,1,0,0.0,0.6,0.0,0.8,0.0,0.0,0.3333,0.3333,0.0
london,Scrattons Farm,subdivision,4,4,1,65.4,55.125,85.45,0.0332,23087.0,0,0,0,0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london,Selhurst,subdivision,18,10,11,117.1,90.15,194.5,0.1929,109490.0,2,2,3,4,5,0.0,0.6111,0.2778,0.5556,0.1818,0.1818,0.2727,0.3636,0.0
london,Selsdon,subdivision,1,0,0,55.5,55.5,55.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0
london,Seven Kings,subdivision,13,6,5,85.2,45.3,182.6,0.0432,26717.0,0,0,0,2,0,0.0,0.3846,0.0,0.4615,0.0,0.0,0.0,0.4,0.0
london,Seven Sisters,subdivision,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0
london,Shacklewell,subdivision,53,32,38,170.75,105.725,233.325,0.0962,627826.0,11,16,16,11,5,0.0,0.717,0.0943,0.6038,0.2895,0.4211,0.4211,0.2895,0.0625
london,Shadwell,subdivision,22,17,12,181.2,80.2,268.7,0.2144,287574.0,4,5,6,5,10,0.1818,0.5455,0.4545,0.7727,0.3333,0.4167,0.5,0.4167,0.0
london,Shepherd's Bush,subdivision,87,54,67,197.65,125.825,287.225,0.1346,1284038.0,16,24,29,28,27,0.1609,0.7701,0.3103,0.6207,0.2388,0.3582,0.4328,0.4179,0.2105
london,Shepherd's Hill,subdivision,1,1,1,120.8,120.8,120.8,0.022,8487.0,0,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,
london,Shirley,subdivision,1,0,1,,,,,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
london,Shooters Hill,subdivision,7,3,2,136.7,98.25,311.85,0.2557,160900.0,0,0,0,1,0,0.0,0.2857,0.0,0.4286,0.0,0.0,0.0,0.5,0.0
london,Shoreditch,subdivision,63,43,54,227.2,127.7,302.0,0.2168,1394400.0,23,26,29,16,27,0.2222,0.8571,0.4286,0.6825,0.4259,0.4815,0.537,0.2963,0.0294
london,Shortlands,subdivision,1,1,1,153.8,153.8,153.8,0.522,39781.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
london,Silvertown,subdivision,37,26,25,207.55,103.95,248.5,0.0382,367089.0,3,5,7,7,11,0.027,0.6757,0.2973,0.7027,0.12,0.2,0.28,0.28,0.1538
london,Slade Green,subdivision,1,1,0,51.3,51.3,51.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Snaresbrook,subdivision,6,4,6,240.1,139.5,283.5,0.0556,67415.0,2,2,2,2,0,0.0,1.0,0.0,0.6667,0.3333,0.3333,0.3333,0.3333,0.0
london,Somers Town,subdivision,35,26,23,177.65,97.35,397.825,0.2365,858734.0,8,10,11,10,18,0.1143,0.6571,0.5143,0.7429,0.3478,0.4348,0.4783,0.4348,0.0714
london,South Hampstead,subdivision,36,26,25,148.6,105.4,281.2,0.0797,323391.0,6,6,7,14,16,0.2778,0.6944,0.4444,0.7222,0.24,0.24,0.28,0.56,0.1111
london,South Hornchurch,subdivision,2,1,1,171.7,132.85,210.55,0.0,3854.0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
london,South Kensington,subdivision,87,51,76,409.9,263.3,565.4,0.1451,2482083.0,15,18,26,26,53,0.2874,0.8736,0.6092,0.5862,0.1974,0.2368,0.3421,0.3421,0.2826
london,South Norwood,subdivision,13,9,6,65.85,43.275,105.35,0.1482,124756.0,1,2,3,2,0,0.0,0.4615,0.0,0.6923,0.1667,0.3333,0.5,0.3333,0.0
london,South Stanmore,subdivision,3,1,0,48.0,48.0,48.0,0.122,1275.0,0,0,0,0,0,0.0,0.0,0.0,0.3333,,,,,0.0
london,South Tottenham,subdivision,1,0,1,109.1,109.1,109.1,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
london,South Woodford,subdivision,4,2,1,47.5,43.7,143.0,0.0037,23808.0,0,1,1,0,0,0.0,0.25,0.0,0.5,0.0,1.0,1.0,0.0,0.0
london,Southall Green,subdivision,2,1,1,52.1,52.1,52.1,0.0,0.0,0,0,0,1,1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0
london,Southbury,subdivision,8,4,2,64.3,28.45,74.25,0.0524,21362.0,0,0,0,1,3,0.125,0.25,0.375,0.5,0.0,0.0,0.0,0.5,0.0
london,Southend,subdivision,7,6,1,66.0,54.3,95.5,0.0921,27959.0,0,0,0,0,2,0.0,0.1429,0.2857,0.8571,0.0,0.0,0.0,0.0,0.0
london,Southfields,subdivision,42,28,19,99.55,69.35,227.35,0.0911,203881.0,1,2,5,6,4,0.0476,0.4524,0.0952,0.6667,0.0526,0.1053,0.2632,0.3158,0.0
london,Southgate,subdivision,8,3,3,154.3,79.45,254.3,0.1417,49510.0,1,1,1,2,2,0.0,0.375,0.25,0.375,0.3333,0.3333,0.3333,0.6667,0.0
london,Spring Grove,subdivision,20,13,11,98.1,70.325,155.5,0.0151,27360.0,0,0,2,8,5,0.1,0.55,0.25,0.65,0.0,0.0,0.1818,0.7273,0.1429
london,St Margarets,subdivision,16,12,13,227.25,98.65,301.625,0.1246,357574.0,3,4,4,3,2,0.0,0.8125,0.125,0.75,0.2308,0.3077,0.3077,0.2308,0.0
london,St Mary Cray,subdivision,1,0,1,,,,,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
london,St Pancras,subdivision,28,19,19,258.5,237.7,349.45,0.2223,754019.0,8,9,9,6,19,0.1786,0.6786,0.6786,0.6786,0.4211,0.4737,0.4737,0.3158,0.1429
london,St Paul's Cray,subdivision,3,2,2,209.0,104.5,256.1,0.1593,62260.0,1,1,1,0,0,0.0,0.6667,0.0,0.6667,0.5,0.5,0.5,0.0,0.0
london,St Raphaels,subdivision,1,1,0,128.8,128.8,128.8,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,
london,St. James's,subdivision,21,13,18,352.85,175.15,565.225,0.2152,1176086.0,6,8,8,5,11,0.1905,0.8571,0.5238,0.619,0.3333,0.4444,0.4444,0.2778,0.2308
london,St. John's Wood,neighborhood,42,26,35,277.4,189.65,457.35,0.1156,453726.0,6,8,11,17,19,0.1429,0.8333,0.4524,0.619,0.1714,0.2286,0.3143,0.4857,0.125
london,Stamford Hill,subdivision,14,9,12,167.7,139.6,202.0,0.0568,107832.0,3,3,3,5,4,0.1429,0.8571,0.2857,0.6429,0.25,0.25,0.25,0.4167,0.2
london,Stanmore,subdivision,7,3,4,146.05,73.2,236.975,0.1415,22697.0,0,0,1,3,2,0.0,0.5714,0.2857,0.4286,0.0,0.0,0.25,0.75,0.0
london,Stepney,subdivision,50,27,28,96.0,71.45,217.85,0.1008,383158.0,4,6,7,16,26,0.22,0.56,0.52,0.54,0.1429,0.2143,0.25,0.5714,0.0455
london,Stockwell,subdivision,59,29,42,192.2,87.6,341.35,0.1918,825448.0,12,13,13,19,25,0.0678,0.7119,0.4237,0.4915,0.2857,0.3095,0.3095,0.4524,0.1379
london,Stoke Newington,subdivision,47,25,32,158.35,90.15,221.95,0.0677,260330.0,5,8,8,13,6,0.0638,0.6809,0.1277,0.5319,0.1562,0.25,0.25,0.4062,0.0455
london,Strand-on-the-Green,subdivision,10,5,5,110.9,102.2,110.9,0.2956,70789.0,0,0,0,4,3,0.2,0.5,0.3,0.5,0.0,0.0,0.0,0.8,0.0
london,Stratford,subdivision,28,21,17,225.4,112.3,303.0,0.0751,197073.0,3,5,6,4,9,0.0,0.6071,0.3214,0.75,0.1765,0.2941,0.3529,0.2353,0.0833
london,Stratford Marsh,subdivision,23,9,15,82.3,0.0,182.3,0.0509,154280.0,4,4,5,6,9,0.1739,0.6522,0.3913,0.3913,0.2667,0.2667,0.3333,0.4,0.2222
london,Strawberry Hill,subdivision,10,7,8,196.0,88.3,263.7,0.0184,127753.0,2,4,5,3,3,0.1,0.8,0.3,0.7,0.25,0.5,0.625,0.375,0.0
london,Streatham,subdivision,28,17,19,137.2,84.525,196.425,0.0605,124340.0,2,3,6,6,12,0.1429,0.6786,0.4286,0.6071,0.1053,0.1579,0.3158,0.3158,0.0
london,Streatham Hill,subdivision,49,32,27,111.3,53.875,147.95,0.0768,199356.0,3,4,6,6,9,0.0816,0.551,0.1837,0.6531,0.1111,0.1481,0.2222,0.2222,0.0435
london,Stroud Green,subdivision,13,6,8,99.35,87.775,119.9,0.075,71094.0,1,1,1,5,3,0.0,0.6154,0.2308,0.4615,0.125,0.125,0.125,0.625,0.1667
london,Sudbury,subdivision,19,10,6,83.6,57.4,271.0,0.1684,148696.0,1,1,3,1,10,0.1053,0.3158,0.5263,0.5263,0.1667,0.1667,0.5,0.1667,0.0
london,Sudbury Hill,subdivision,2,1,2,257.65,214.125,301.175,0.0555,25245.0,0,1,1,0,0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0
london,Summerstown,subdivision,19,12,13,188.55,117.675,253.3,0.05,182459.0,4,4,4,5,5,0.0526,0.6842,0.2632,0.6316,0.3077,0.3077,0.3077,0.3846,0.0
london,Sundridge,subdivision,3,1,1,124.05,82.475,165.625,0.0,43.0,0,0,0,0,0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
london,Surbiton,subdivision,21,14,14,147.95,105.05,251.95,0.1146,250409.0,3,5,7,4,4,0.0952,0.6667,0.1905,0.6667,0.2143,0.3571,0.5,0.2857,0.0
london,Temple Fortune,subdivision,15,11,13,227.9,153.35,352.675,0.1704,426531.0,5,5,6,5,11,0.2,0.8667,0.7333,0.7333,0.3846,0.3846,0.4615,0.3846,0.1429
london,Temple Mills,subdivision,7,7,3,105.2,93.65,179.5,0.1349,114360.0,1,1,2,1,2,0.2857,0.4286,0.2857,1.0,0.3333,0.3333,0.6667,0.3333,0.0
london,Thames View,subdivision,7,5,5,180.0,108.4,201.275,0.1112,61062.0,1,1,1,2,2,0.0,0.7143,0.2857,0.7143,0.2,0.2,0.2,0.4,0.0
london,Thamesmead,subdivision,12,9,6,155.1,89.5,183.15,0.0425,57174.0,1,2,2,1,1,0.0,0.5,0.0833,0.75,0.1667,0.3333,0.3333,0.1667,0.0
london,The Borough,subdivision,85,48,54,195.4,114.8,348.25,0.1942,1240364.0,12,14,21,27,40,0.2235,0.6353,0.4706,0.5647,0.2222,0.2593,0.3889,0.5,0.1875
london,The Hale,subdivision,4,0,3,112.15,56.075,168.225,0.0,0.0,0,0,0,2,2,0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.6667,0.0
london,The Wrythe,subdivision,4,3,1,72.6,58.15,118.95,0.0667,7105.0,0,0,0,0,2,0.5,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.0
london,Thornton Heath,subdivision,18,10,4,54.1,47.1,94.2,0.077,21047.0,0,0,0,2,4,0.1111,0.2222,0.2222,0.5556,0.0,0.0,0.0,0.5,0.0
london,Tolworth,subdivision,2,1,0,44.4,44.4,44.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0
london,Tottenham,subdivision,34,20,16,130.4,70.9,232.0,0.0809,235275.0,3,4,4,7,6,0.1176,0.4706,0.1765,0.5882,0.1875,0.25,0.25,0.4375,0.0
london,Tottenham Hale,subdivision,4,4,4,274.05,239.225,309.625,0.0668,70530.0,2,2,2,1,3,0.75,1.0,0.75,1.0,0.5,0.5,0.5,0.25,0.5
london,Totteridge,subdivision,1,1,0,66.9,66.9,66.9,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,
london,Tufnell Park,subdivision,14,11,9,160.45,120.325,265.375,0.1388,409092.0,3,4,6,2,4,0.0714,0.6429,0.2857,0.7857,0.3333,0.4444,0.6667,0.2222,0.0
london,Tulse Hill,subdivision,16,12,10,112.7,70.975,146.4,0.1174,133874.0,3,3,5,3,2,0.0625,0.625,0.125,0.75,0.3,0.3,0.5,0.3,0.0
london,Upminster,subdivision,1,1,1,275.1,275.1,275.1,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,
london,Upper Belvedere,subdivision,2,2,0,58.15,55.525,60.775,0.011,306.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Upper Norwood,subdivision,10,6,6,183.3,138.5,243.7,0.2936,186601.0,4,4,5,1,2,0.0,0.6,0.2,0.6,0.6667,0.6667,0.8333,0.1667,0.0
london,Upper Sydenham,subdivision,2,1,1,53.2,53.2,53.2,0.0,109.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
london,Upper Walthamstow,subdivision,4,3,1,91.4,81.1,101.7,0.0,1649.0,0,0,0,1,0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,0.0
london,Upton,subdivision,6,4,3,52.6,48.3,118.1,0.1646,43859.0,2,2,2,0,1,0.0,0.5,0.1667,0.6667,0.6667,0.6667,0.6667,0.0,0.0
london,Upton Park,subdivision,5,3,0,74.1,60.225,84.7,0.125,6424.0,0,0,0,0,0,0.0,0.0,0.0,0.6,,,,,0.0
london,Vauxhall,subdivision,46,32,37,259.4,130.4,439.0,0.1406,1101176.0,10,14,17,12,16,0.1522,0.8043,0.3478,0.6957,0.2703,0.3784,0.4595,0.3243,0.1739
london,Victoria,neighborhood,25,10,19,336.9,139.0,535.5,0.0974,379634.0,3,4,6,11,14,0.28,0.76,0.56,0.4,0.1579,0.2105,0.3158,0.5789,0.0
london,Waddon,subdivision,13,8,5,56.0,54.9,155.5,0.0444,42727.0,1,1,1,1,5,0.0,0.3846,0.3846,0.6154,0.2,0.2,0.2,0.2,0.0
london,Wallington,subdivision,1,1,0,51.0,51.0,51.0,0.256,2781.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Walthamstow Village,subdivision,6,4,5,182.4,167.9,213.0,0.2732,180135.0,4,4,4,0,0,0.0,0.8333,0.0,0.6667,0.8,0.8,0.8,0.0,0.0
london,Walworth,subdivision,58,40,32,144.45,83.0,199.875,0.151,588822.0,7,9,11,11,15,0.1379,0.5517,0.2586,0.6897,0.2188,0.2812,0.3438,0.3438,0.1379
london,Wandsworth,subdivision,50,34,38,227.65,110.9,300.225,0.1108,580518.0,10,12,13,17,13,0.08,0.76,0.26,0.68,0.2632,0.3158,0.3421,0.4474,0.0952
london,Wanstead,subdivision,4,3,2,184.45,64.775,298.2,0.1082,68208.0,1,1,1,1,0,0.0,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.0
london,Wapping,subdivision,41,23,31,183.1,128.85,264.425,0.0863,399402.0,7,7,10,16,21,0.122,0.7561,0.5122,0.561,0.2258,0.2258,0.3226,0.5161,0.0
london,Warwick Estate,subdivision,1,1,1,251.2,251.2,251.2,0.0,277.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
london,Waterloo,subdivision,30,15,23,242.5,149.4,400.0,0.2594,642354.0,6,8,8,9,11,0.2667,0.7667,0.3667,0.5,0.2609,0.3478,0.3478,0.3913,0.1875
london,Wayfarer Estate,subdivision,1,0,0,,,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
london,Wealdstone,subdivision,12,10,7,117.4,60.175,184.4,0.0367,40945.0,1,1,2,2,5,0.1667,0.5833,0.4167,0.8333,0.1429,0.1429,0.2857,0.2857,0.0
london,Well Hall,subdivision,7,4,2,77.5,58.225,109.825,0.074,22447.0,1,1,1,1,2,0.0,0.2857,0.2857,0.5714,0.5,0.5,0.5,0.5,0.0
london,Welling,subdivision,1,0,0,,,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
london,West Barnes,subdivision,5,4,3,124.75,102.95,153.75,0.1168,42372.0,1,1,2,0,1,0.0,0.6,0.2,0.8,0.3333,0.3333,0.6667,0.0,0.0
london,West Drayton,subdivision,12,7,6,72.7,55.5,100.75,0.0522,45008.0,1,2,2,2,2,0.0,0.5,0.1667,0.5833,0.1667,0.3333,0.3333,0.3333,0.0
london,West Ealing,subdivision,4,2,3,196.4,98.2,366.85,0.0,29774.0,1,1,1,1,1,0.25,0.75,0.25,0.5,0.3333,0.3333,0.3333,0.3333,0.0
london,West Finchley,subdivision,13,8,7,183.05,157.45,291.9,0.0542,91860.0,1,2,3,2,3,0.1538,0.5385,0.2308,0.6154,0.1429,0.2857,0.4286,0.2857,0.0
london,West Green,subdivision,56,38,30,99.4,62.95,166.975,0.1198,449989.0,9,12,13,9,12,0.0357,0.5357,0.2143,0.6786,0.3,0.4,0.4333,0.3,0.0357
london,West Hackney,subdivision,27,16,22,170.9,102.9,225.0,0.0238,76742.0,2,2,2,6,3,0.1111,0.8148,0.1111,0.5926,0.0909,0.0909,0.0909,0.2727,0.0
london,West Ham,subdivision,20,8,5,73.2,63.3,87.3,0.1405,28834.0,0,0,0,2,7,0.15,0.25,0.35,0.4,0.0,0.0,0.0,0.4,0.0
london,West Hampstead,subdivision,40,19,34,139.7,115.2,238.4,0.0498,194530.0,6,6,6,17,20,0.2,0.85,0.5,0.475,0.1765,0.1765,0.1765,0.5,0.2
london,West Heath,subdivision,4,2,2,86.7,75.15,155.0,0.3813,40234.0,1,1,1,0,0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0
london,West Hendon,subdivision,5,3,2,195.1,121.65,284.45,0.0407,28743.0,1,1,1,1,1,0.0,0.4,0.2,0.6,0.5,0.5,0.5,0.5,0.0
london,West Kensington,subdivision,127,78,90,187.25,120.125,288.775,0.1415,1576029.0,24,30,34,34,53,0.1102,0.7087,0.4173,0.6142,0.2667,0.3333,0.3778,0.3778,0.0469
london,West Kilburn,subdivision,41,28,33,207.7,170.975,287.975,0.1552,810777.0,9,10,15,12,21,0.0976,0.8049,0.5122,0.6829,0.2727,0.303,0.4545,0.3636,0.0588
london,West Norwood,subdivision,16,5,7,66.95,29.475,158.575,0.0084,27125.0,1,1,1,4,1,0.0,0.4375,0.0625,0.3125,0.1429,0.1429,0.1429,0.5714,0.0
london,West Smithfield,subdivision,2,1,2,239.4,239.4,239.4,0.0,0.0,0,0,0,1,1,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
london,West Tokyngton,subdivision,3,2,0,165.4,129.45,201.35,0.0445,10038.0,0,0,0,0,1,0.0,0.0,0.3333,0.6667,,,,,0.0
london,Westbourne Green,subdivision,210,116,178,250.2,172.65,340.275,0.1062,2923993.0,41,48,51,85,119,0.2619,0.8476,0.5667,0.5524,0.2303,0.2697,0.2865,0.4775,0.0972
london,Westminster,subdivision,22,20,17,469.6,309.725,680.725,0.195,1024595.0,7,8,9,5,11,0.4091,0.7727,0.5,0.9091,0.4118,0.4706,0.5294,0.2941,0.2222
london,Whetstone,subdivision,7,3,2,117.5,27.75,141.85,0.0463,17827.0,1,1,1,0,2,0.0,0.2857,0.2857,0.4286,0.5,0.5,0.5,0.0,0.0
london,Whitechapel,subdivision,242,167,148,184.0,107.075,267.35,0.1698,3780120.0,44,48,57,52,119,0.157,0.6116,0.4917,0.6901,0.2973,0.3243,0.3851,0.3514,0.0776
london,Whitton,subdivision,7,6,5,170.35,91.575,198.275,0.1742,71887.0,2,2,2,1,0,0.0,0.7143,0.0,0.8571,0.4,0.4,0.4,0.2,0.0
london,Widmore,subdivision,4,4,3,145.75,102.075,173.925,0.1945,47002.0,1,2,2,1,0,0.0,0.75,0.0,1.0,0.3333,0.6667,0.6667,0.3333,0.0
london,Wimbledon Grounds,subdivision,1,0,1,,,,,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
london,Wimbledon Park,subdivision,13,8,7,233.0,92.8,350.2,0.1852,188048.0,2,3,3,3,0,0.0,0.5385,0.0,0.6154,0.2857,0.4286,0.4286,0.4286,0.0
london,Wimbledon Village,subdivision,2,2,1,219.5,201.95,237.05,0.0055,24651.0,0,1,1,0,1,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0
london,Wood Street,subdivision,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
london,Woodberry Down,subdivision,1,0,0,,,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
london,Woodford,subdivision,3,0,2,,,,,0.0,0,0,0,2,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,1.0,
london,Woodford Green,subdivision,1,1,0,72.3,72.3,72.3,0.044,1362.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Woodford Wells,subdivision,2,1,0,106.7,106.7,106.7,0.0,675.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0
london,Woodside,subdivision,7,5,2,69.6,54.0,104.45,0.0206,37499.0,0,0,2,0,0,0.0,0.2857,0.0,0.7143,0.0,0.0,1.0,0.0,0.0
london,Woodside Park,subdivision,7,5,4,81.6,36.9,260.75,0.3096,279017.0,3,3,3,0,3,0.0,0.5714,0.4286,0.7143,0.75,0.75,0.75,0.0,0.0
london,Worcester Park,subdivision,4,2,2,127.25,86.775,167.725,0.0,22358.0,1,1,1,1,0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0
london,Worton,subdivision,21,10,12,116.3,65.05,151.75,0.12,131659.0,3,4,5,5,2,0.0,0.5714,0.0952,0.4762,0.25,0.3333,0.4167,0.4167,0.0
london,Yeading,subdivision,2,1,1,63.1,63.1,63.1,0.0,2042.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
london,Yiewsley,subdivision,7,5,5,87.85,75.775,120.4,0.0927,28316.0,1,1,1,0,2,0.1429,0.7143,0.2857,0.7143,0.2,0.2,0.2,0.0,0.0
