city,geo_key,geo_level,str_density,active_listings,entire_home_count,median_nightly_price,p25_price,p75_price,avg_occupancy,total_revenue,breach_count_90,breach_count_60,breach_count_30,reside_unregistered_count,multi_listing_host_count,commercial_host_share,entire_home_share,multi_listing_host_share,active_share,breach_rate_90,breach_rate_60,breach_rate_30,reside_unregistered_share,professional_management_share
london,Hendon Central,subdivision,20,14,14,110.25,83.525,144.775,0.0223,66970.0,3,3,4,8,13,0.0,0.7,0.65,0.7,0.2143,0.2143,0.2857,0.5714,0.1667
london,Herne Hill,subdivision,19,11,13,152.1,84.1,262.1,0.1162,142082.0,2,2,4,7,1,0.0526,0.6842,0.0526,0.5789,0.1538,0.1538,0.3077,0.5385,0.0
london,Heston,subdivision,9,3,4,81.2,48.3,120.2,0.1244,29075.0,0,0,0,4,3,0.1111,0.4444,0.3333,0.3333,0.0,0.0,0.0,1.0,0.25
london,High Barnet,subdivision,3,2,3,185.35,155.675,215.025,0.2945,51558.0,1,1,1,1,0,0.0,1.0,0.0,0.6667,0.3333,0.3333,0.3333,0.3333,0.0
london,Higham Hill,subdivision,15,10,12,103.2,59.3,171.3,0.0666,115771.0,1,4,4,3,3,0.0667,0.8,0.2,0.6667,0.0833,0.3333,0.3333,0.25,0.0
london,Highams Park,subdivision,16,10,7,86.1,74.2,137.7,0.1589,212402.0,1,2,2,3,3,0.0625,0.4375,0.1875,0.625,0.1429,0.2857,0.2857,0.4286,0.0
london,Highbury,subdivision,66,36,47,190.6,113.2,327.95,0.1179,824304.0,10,14,15,16,15,0.0909,0.7121,0.2273,0.5455,0.2128,0.2979,0.3191,0.3404,0.0571
london,Highgate,subdivision,11,5,10,121.9,0.0,288.625,0.0084,87862.0,2,2,2,6,1,0.0909,0.9091,0.0909,0.4545,0.2,0.2,0.2,0.6,0.0
london,Hillingdon,subdivision,13,8,6,124.0,61.2,208.7,0.047,46559.0,0,2,2,1,4,0.1538,0.4615,0.3077,0.6154,0.0,0.3333,0.3333,0.1667,0.25
london,Hither Green,subdivision,33,17,20,120.6,56.775,197.875,0.0303,97496.0,0,4,4,3,14,0.1515,0.6061,0.4242,0.5152,0.0,0.2,0.2,0.15,0.0
london,Holborn,subdivision,74,45,64,299.95,183.725,438.625,0.0662,1081855.0,11,16,20,29,41,0.2432,0.8649,0.5541,0.6081,0.1719,0.25,0.3125,0.4531,0.1667
london,Holloway,subdivision,59,40,39,159.05,108.625,222.175,0.1417,742815.0,13,16,20,11,19,0.0508,0.661,0.322,0.678,0.3333,0.4103,0.5128,0.2821,0.1667
london,Homerton,subdivision,57,31,41,180.8,80.1,303.3,0.0802,481071.0,4,8,15,14,15,0.0351,0.7193,0.2632,0.5439,0.0976,0.1951,0.3659,0.3415,0.0
london,Honor Oak,subdivision,13,10,6,109.35,61.425,164.125,0.14,104781.0,2,3,4,2,6,0.0,0.4615,0.4615,0.7692,0.3333,0.5,0.6667,0.3333,0.0
london,Hook,subdivision,2,2,1,98.0,78.4,117.6,0.039,5669.0,0,0,0,1,0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0
london,Horn Park,subdivision,2,1,2,204.25,197.425,211.075,0.0055,5394.0,0,0,0,0,1,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
london,Hornchurch,subdivision,2,0,2,190.8,190.8,190.8,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,
london,Hornsey,subdivision,20,9,12,155.3,92.4,189.4,0.1538,172091.0,2,4,4,5,7,0.05,0.6,0.35,0.45,0.1667,0.3333,0.3333,0.4167,0.0
london,Hounslow West,subdivision,2,2,1,126.85,87.025,166.675,0.0165,23684.0,1,1,1,0,0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
london,Hoxton,subdivision,61,32,47,180.3,82.6,274.45,0.1205,657532.0,10,13,15,23,19,0.0984,0.7705,0.3115,0.5246,0.2128,0.2766,0.3191,0.4894,0.0833
london,Imperial Wharf,subdivision,4,3,3,279.2,187.5,456.05,0.1373,27518.0,0,0,0,1,1,0.0,0.75,0.25,0.75,0.0,0.0,0.0,0.3333,0.0
london,Isle of Dogs,subdivision,72,37,42,183.8,92.5,266.6,0.0671,574855.0,6,11,13,18,22,0.0417,0.5833,0.3056,0.5139,0.1429,0.2619,0.3095,0.4286,0.0333
london,Islington,subdivision,76,52,62,181.9,111.9,315.025,0.1291,1174714.0,17,21,22,25,17,0.0789,0.8158,0.2237,0.6842,0.2742,0.3387,0.3548,0.4032,0.119
london,Kenley,subdivision,4,1,0,80.05,65.875,94.225,0.028,6115.0,0,0,0,0,0,0.0,0.0,0.0,0.25,,,,,0.0
london,Kennington,subdivision,16,12,8,149.3,128.225,335.725,0.2349,475277.0,4,4,5,1,7,0.3125,0.5,0.4375,0.75,0.5,0.5,0.625,0.125,0.1818
london,Kensal Town,subdivision,40,25,33,167.1,122.075,314.225,0.1778,756479.0,9,9,10,13,20,0.25,0.825,0.5,0.625,0.2727,0.2727,0.303,0.3939,0.1111
london,Kensington,subdivision,74,47,62,273.7,191.6,385.425,0.1652,1686256.0,21,22,28,22,38,0.2162,0.8378,0.5135,0.6351,0.3387,0.3548,0.4516,0.3548,0.0938
london,Kentish Town,subdivision,65,45,44,225.5,151.25,280.625,0.148,1223971.0,15,19,21,15,22,0.1385,0.6769,0.3385,0.6923,0.3409,0.4318,0.4773,0.3409,0.0667
london,Kenton,subdivision,8,5,2,82.7,73.0,164.7,0.0022,4896.0,0,0,0,1,4,0.0,0.25,0.5,0.625,0.0,0.0,0.0,0.5,0.0
london,Kew,subdivision,7,6,2,145.6,91.75,189.325,0.0518,97617.0,1,1,1,0,1,0.0,0.2857,0.1429,0.8571,0.5,0.5,0.5,0.0,0.0
london,Kidbrooke,subdivision,11,6,7,152.7,123.8,266.6,0.0604,97887.0,2,3,4,2,3,0.0,0.6364,0.2727,0.5455,0.2857,0.4286,0.5714,0.2857,0.0
london,Kilburn,subdivision,35,20,27,158.3,111.275,251.35,0.0156,63976.0,1,1,3,16,14,0.2,0.7714,0.4,0.5714,0.037,0.037,0.1111,0.5926,0.0
london,King's Cross,subdivision,85,60,44,184.3,111.9,258.45,0.1693,1132891.0,9,15,19,18,51,0.2706,0.5176,0.6,0.7059,0.2045,0.3409,0.4318,0.4091,0.2093
london,Kingston Vale,subdivision,3,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0.3333,1.0,0.3333,0.0,0.0,0.0,0.0,1.0,
london,Knightsbridge,subdivision,20,12,19,730.6,541.4,974.5,0.1393,998587.0,4,6,8,7,9,0.1,0.95,0.45,0.6,0.2105,0.3158,0.4211,0.3684,0.1818
london,Ladywell,subdivision,20,15,15,150.5,93.5,238.3,0.1176,345914.0,4,6,8,3,6,0.15,0.75,0.3,0.75,0.2667,0.4,0.5333,0.2,0.0833
london,Lambeth,subdivision,20,14,10,282.3,113.725,377.1,0.2999,343506.0,4,4,4,3,10,0.15,0.5,0.5,0.7,0.4,0.4,0.4,0.3,0.1
london,Lessness Heath,subdivision,1,0,1,155.6,155.6,155.6,0.0,0.0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
london,Leyton,subdivision,62,43,37,127.75,64.025,186.9,0.0884,471838.0,10,12,13,9,14,0.0161,0.5968,0.2258,0.6935,0.2703,0.3243,0.3514,0.2432,0.0
london,Leytonstone,subdivision,46,25,30,139.2,84.1,200.3,0.1436,406562.0,9,10,11,13,8,0.0652,0.6522,0.1739,0.5435,0.3,0.3333,0.3667,0.4333,0.0
london,Lilestone Estate,subdivision,7,6,6,340.05,239.1,402.15,0.4352,375368.0,4,4,4,1,5,0.1429,0.8571,0.7143,0.8571,0.6667,0.6667,0.6667,0.1667,0.2
london,Limehouse,subdivision,45,28,22,149.05,96.175,227.075,0.1315,429503.0,5,7,8,10,17,0.0667,0.4889,0.3778,0.6222,0.2273,0.3182,0.3636,0.4545,0.0588
london,Lisson Green Estate,subdivision,2,1,1,144.0,144.0,144.0,0.011,1006.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0
london,Little Heath,subdivision,2,1,2,139.0,139.0,139.0,0.0,0.0,0,0,0,1,0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,
london,Little Ilford,subdivision,3,1,3,109.7,109.7,109.7,0.0,571.0,0,0,0,2,0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.6667,0.0
london,London Borough of Barking and Dagenham,neighborhood,15,11,10,172.6,115.975,246.35,0.0714,96070.0,2,3,4,3,4,0.0667,0.6667,0.2667,0.7333,0.2,0.3,0.4,0.3,0.0
london,London Borough of Barnet,neighborhood,7,4,5,96.0,82.4,229.2,0.0,25795.0,0,1,1,2,1,0.1429,0.7143,0.1429,0.5714,0.0,0.2,0.2,0.4,0.0
london,London Borough of Bexley,neighborhood,8,6,5,98.5,68.7,167.0,0.0556,65623.0,2,2,2,1,0,0.0,0.625,0.0,0.75,0.4,0.4,0.4,0.2,0.0
london,London Borough of Brent,neighborhood,59,40,30,152.55,84.575,213.45,0.108,468703.0,5,7,11,16,24,0.2712,0.5085,0.4068,0.678,0.1667,0.2333,0.3667,0.5333,0.1154
london,London Borough of Bromley,neighborhood,4,4,1,82.1,62.9,120.475,0.0418,10109.0,0,0,0,0,0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
london,London Borough of Camden,neighborhood,9,7,7,344.85,195.175,497.225,0.2945,197878.0,3,3,5,1,3,0.0,0.7778,0.3333,0.7778,0.4286,0.4286,0.7143,0.1429,0.0
london,London Borough of Croydon,neighborhood,16,12,4,87.95,68.7,101.825,0.125,104633.0,3,3,3,1,1,0.0,0.25,0.0625,0.75,0.75,0.75,0.75,0.25,0.0
london,London Borough of Ealing,neighborhood,117,72,71,132.8,87.975,196.4,0.1424,939411.0,17,20,24,25,28,0.0256,0.6068,0.2393,0.6154,0.2394,0.2817,0.338,0.3521,0.0
london,London Borough of Enfield,neighborhood,8,7,7,206.2,108.2,218.9,0.1461,52533.0,1,1,3,2,3,0.25,0.875,0.375,0.875,0.1429,0.1429,0.4286,0.2857,0.0
london,London Borough of Hackney,neighborhood,4,2,3,199.25,161.425,223.825,0.1082,70452.0,1,1,2,0,2,0.0,0.75,0.5,0.5,0.3333,0.3333,0.6667,0.0,0.3333
london,London Borough of Hammersmith and Fulham,neighborhood,11,6,7,148.25,96.625,185.7,0.0427,53840.0,1,2,3,4,5,0.0,0.6364,0.4545,0.5455,0.1429,0.2857,0.4286,0.5714,0.0
london,London Borough of Haringey,neighborhood,11,6,10,145.4,116.35,175.125,0.2297,108115.0,3,3,3,4,3,0.0909,0.9091,0.2727,0.5455,0.3,0.3,0.3,0.4,0.0
london,London Borough of Harrow,neighborhood,7,6,4,242.3,114.725,476.675,0.1092,122552.0,1,1,2,1,1,0.0,0.5714,0.1429,0.8571,0.25,0.25,0.5,0.25,0.25
london,London Borough of Havering,neighborhood,3,2,1,48.8,24.4,54.3,0.1963,13376.0,0,0,0,0,0,0.0,0.3333,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
london,London Borough of Hillingdon,neighborhood,21,14,10,106.6,60.35,133.2,0.083,105071.0,1,2,3,4,2,0.0,0.4762,0.0952,0.6667,0.1,0.2,0.3,0.4,0.0
london,London Borough of Hounslow,neighborhood,64,35,46,128.75,97.025,241.375,0.0465,422173.0,6,8,11,24,23,0.1406,0.7188,0.3594,0.5469,0.1304,0.1739,0.2391,0.5217,0.1111
london,London Borough of Islington,neighborhood,1,1,1,213.5,213.5,213.5,0.0,0.0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
london,London Borough of Lambeth,neighborhood,15,12,8,145.95,98.0,199.025,0.2352,218691.0,4,4,5,2,6,0.1333,0.5333,0.4,0.8,0.5,0.5,0.625,0.25,0.0
london,London Borough of Lewisham,neighborhood,10,7,7,145.2,112.5,196.85,0.1063,51413.0,1,1,1,2,1,0.1,0.7,0.1,0.7,0.1429,0.1429,0.1429,0.2857,0.0
london,London Borough of Merton,neighborhood,5,3,3,184.9,137.575,237.775,0.0055,1635.0,0,0,0,2,0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.6667,0.0
london,London Borough of Newham,neighborhood,3,2,2,138.95,117.325,160.575,0.0,0.0,0,0,0,1,0,0.0,0.6667,0.0,0.6667,0.0,0.0,0.0,0.5,
london,London Borough of Redbridge,neighborhood,12,6,6,130.4,109.725,170.125,0.1333,35987.0,0,0,0,6,3,0.0833,0.5,0.25,0.5,0.0,0.0,0.0,1.0,0.3333
london,London Borough of Richmond upon Thames,neighborhood,18,8,12,169.0,116.15,491.6,0.0747,188874.0,0,2,5,4,3,0.0556,0.6667,0.1667,0.4444,0.0,0.1667,0.4167,0.3333,0.0
london,London Borough of Southwark,neighborhood,8,6,5,70.8,67.55,209.95,0.1319,54586.0,1,2,2,2,3,0.25,0.625,0.375,0.75,0.2,0.4,0.4,0.4,0.0
london,London Borough of Sutton,neighborhood,6,5,4,115.2,113.775,117.45,0.2593,84565.0,4,4,4,0,4,0.1667,0.6667,0.6667,0.8333,1.0,1.0,1.0,0.0,0.0
london,London Borough of Tower Hamlets,neighborhood,3,2,3,128.9,64.45,172.1,0.1,40681.0,2,2,2,1,0,0.0,1.0,0.0,0.6667,0.6667,0.6667,0.6667,0.3333,0.0
london,London Borough of Waltham Forest,neighborhood,20,6,8,89.6,14.3,144.8,0.07,110058.0,2,2,3,3,1,0.0,0.4,0.05,0.3,0.25,0.25,0.375,0.375,0.0
london,London Borough of Wandsworth,neighborhood,36,18,34,288.7,179.95,435.0,0.0179,354939.0,7,7,7,16,11,0.0833,0.9444,0.3056,0.5,0.2059,0.2059,0.2059,0.4706,0.0625
london,Longlands,subdivision,3,1,1,80.8,80.8,80.8,0.0,394.0,0,0,0,1,0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,1.0,
london,Loughborough Junction,subdivision,30,16,18,99.7,47.0,200.9,0.1084,175666.0,2,2,3,8,7,0.0667,0.6,0.2333,0.5333,0.1111,0.1111,0.1667,0.4444,0.0
london,Lower Belvedere,subdivision,5,3,2,132.1,103.65,161.3,0.0,1972.0,0,0,0,0,0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0
london,Lower Edmonton,subdivision,2,1,2,212.7,212.7,212.7,0.056,17157.0,0,1,1,1,2,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0
london,Lower Morden,subdivision,1,1,0,71.5,71.5,71.5,0.1,4714.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Loxford,subdivision,1,1,0,21.1,21.1,21.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,
london,Lydford Estate,subdivision,1,1,1,139.2,139.2,139.2,0.044,21360.0,1,1,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
london,Maida Hill,subdivision,6,5,5,226.5,172.0,319.6,0.1244,141450.0,2,2,2,2,2,0.1667,0.8333,0.3333,0.8333,0.4,0.4,0.4,0.4,0.25
london,Maida Vale,subdivision,16,11,11,199.2,69.825,268.075,0.0325,102577.0,2,2,3,3,4,0.0,0.6875,0.25,0.6875,0.1818,0.1818,0.2727,0.2727,0.1667
london,Malden Rushett,subdivision,1,1,1,127.8,127.8,127.8,0.5,29578.0,1,1,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
london,Manor House,subdivision,1,1,1,124.5,124.5,124.5,0.0,7976.0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
london,Manor Park,subdivision,8,4,2,62.2,61.825,125.95,0.1907,30355.0,0,0,0,0,4,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0
london,Mapesbury,subdivision,2,2,1,162.95,111.675,214.225,0.3055,45997.0,1,1,1,0,1,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0
london,Marine Wharf,subdivision,4,3,3,181.5,155.95,184.3,0.0,27705.0,1,1,1,1,0,0.0,0.75,0.0,0.75,0.3333,0.3333,0.3333,0.3333,0.0
london,Marks Gate,subdivision,2,0,0,96.3,96.3,96.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,0.0
london,Maryland,subdivision,26,19,9,96.55,72.25,201.45,0.1262,212251.0,1,1,1,4,11,0.0385,0.3462,0.4231,0.7308,0.1111,0.1111,0.1111,0.4444,0.0
london,Marylebone,neighborhood,178,111,153,273.45,160.025,510.875,0.1118,2895923.0,35,38,48,69,112,0.191,0.8596,0.6292,0.6236,0.2288,0.2484,0.3137,0.451,0.1639
london,Mayfair,neighborhood,33,22,31,662.8,419.5,877.0,0.1026,1640774.0,10,11,11,13,24,0.303,0.9394,0.7273,0.6667,0.3226,0.3548,0.3548,0.4194,0.3333
london,Meridian Estate,subdivision,1,1,0,66.4,66.4,66.4,0.0,1069.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,
london,Merton,subdivision,29,18,18,208.3,119.25,287.8,0.0573,227923.0,4,4,6,7,6,0.0345,0.6207,0.2069,0.6207,0.2222,0.2222,0.3333,0.3889,0.0
london,Merton Park,subdivision,14,12,8,171.9,96.9,273.8,0.0444,107370.0,0,2,3,2,3,0.0,0.5714,0.2143,0.8571,0.0,0.25,0.375,0.25,0.2222
london,Middle Park,subdivision,3,1,0,50.15,47.325,52.975,0.2555,7952.0,0,0,0,0,0,0.0,0.0,0.0,0.3333,,,,,0.0
london,Mile End,subdivision,35,17,24,169.05,98.65,303.325,0.196,419695.0,7,9,11,12,10,0.2,0.6857,0.2857,0.4857,0.2917,0.375,0.4583,0.5,0.0667
london,Mill Hill,subdivision,10,7,5,80.9,65.625,162.75,0.0624,43301.0,1,1,2,2,1,0.1,0.5,0.1,0.7,0.2,0.2,0.4,0.4,0.0
london,Millbank,neighborhood,11,6,9,271.8,232.8,366.6,0.0286,43316.0,1,1,1,3,4,0.2727,0.8182,0.3636,0.5455,0.1111,0.1111,0.1111,0.3333,0.0
london,Millbank Estate,subdivision,5,2,5,233.8,194.6,258.1,0.0,13723.0,0,1,1,3,2,0.0,1.0,0.4,0.4,0.0,0.2,0.2,0.6,0.0
london,Millennium Quay,subdivision,2,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
london,Mitcham,subdivision,11,8,7,96.6,90.7,139.25,0.0855,40253.0,1,1,3,1,1,0.0,0.6364,0.0909,0.7273,0.1429,0.1429,0.4286,0.1429,0.2
london,Monks Park,subdivision,1,1,1,139.9,139.9,139.9,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,
london,Morden,subdivision,6,4,2,134.65,48.775,218.525,0.0778,68659.0,2,2,2,0,0,0.0,0.3333,0.0,0.6667,1.0,1.0,1.0,0.0,0.0
london,Mortlake,subdivision,10,6,8,198.2,145.3,286.5,0.0983,139276.0,2,2,3,2,0,0.0,0.8,0.0,0.6,0.25,0.25,0.375,0.25,0.0
london,Motspur Park,subdivision,2,1,0,32.85,16.425,49.275,0.1,9739.0,0,0,0,0,0,0.0,0.0,0.0,0.5,,,,,0.0
london,Mottingham,subdivision,1,1,1,276.7,276.7,276.7,0.167,12391.0,0,0,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
london,Mozart Estate,subdivision,1,0,0,,,,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,
london,Muswell Hill,subdivision,19,13,13,135.25,86.575,185.2,0.1737,158840.0,3,4,4,6,2,0.0526,0.6842,0.1053,0.6842,0.2308,0.3077,0.3077,0.4615,0.0
london,New Barnet,subdivision,4,1,4,46.6,23.3,69.9,0.0,0.0,0,0,0,4,1,0.25,1.0,0.25,0.25,0.0,0.0,0.0,1.0,
london,New Beckenham,subdivision,7,5,4,101.95,45.375,172.625,0.124,46079.0,1,2,2,0,0,0.0,0.5714,0.0,0.7143,0.25,0.5,0.5,0.0,0.0
london,New Capital Quay,subdivision,3,3,1,87.1,86.85,144.7,0.0,25704.0,0,1,1,0,2,0.0,0.3333,0.6667,1.0,0.0,1.0,1.0,0.0,0.0
london,New Cross,subdivision,26,14,15,96.05,55.25,180.8,0.0994,126147.0,3,3,3,8,2,0.0385,0.5769,0.0769,0.5385,0.2,0.2,0.2,0.5333,0.0
london,New Cross Gate,subdivision,28,20,18,128.6,83.3,192.4,0.0915,214277.0,2,2,4,5,8,0.1429,0.6429,0.2857,0.7143,0.1111,0.1111,0.2222,0.2778,0.0
london,New Malden,subdivision,5,4,2,77.1,72.95,128.85,0.0335,9336.0,0,0,0,1,3,0.0,0.4,0.6,0.8,0.0,0.0,0.0,0.5,0.0
london,New Southgate,subdivision,6,5,1,64.6,58.5,159.5,0.2244,26398.0,0,0,0,1,0,0.0,0.1667,0.0,0.8333,0.0,0.0,0.0,1.0,0.0
london,Newbury Park,subdivision,6,2,2,105.7,93.55,112.2,0.0,959.0,0,0,0,1,1,0.0,0.3333,0.1667,0.3333,0.0,0.0,0.0,0.5,0.0
london,Nine Elms,subdivision,23,13,16,187.6,130.9,401.2,0.0071,74715.0,1,1,1,11,6,0.1304,0.6957,0.2609,0.5652,0.0625,0.0625,0.0625,0.6875,0.2
london,Norbiton,subdivision,23,13,15,150.25,96.125,209.425,0.0604,194929.0,2,4,5,8,4,0.0435,0.6522,0.1739,0.5652,0.1333,0.2667,0.3333,0.5333,0.0909
london,Norbury,subdivision,6,4,3,152.1,90.925,235.5,0.0,7257.0,0,1,1,1,0,0.0,0.5,0.0,0.6667,0.0,0.3333,0.3333,0.3333,0.0
london,North Cricklewood,subdivision,24,13,15,107.25,66.775,188.0,0.0617,106226.0,2,2,3,8,9,0.1667,0.625,0.375,0.5417,0.1333,0.1333,0.2,0.5333,0.0
london,North End,subdivision,6,3,4,205.6,151.45,222.65,0.011,6064.0,0,0,1,2,0,0.0,0.6667,0.0,0.5,0.0,0.0,0.25,0.5,0.0
london,North Finchley,subdivision,10,5,6,151.4,90.7,184.45,0.0857,59116.0,0,2,4,2,5,0.1,0.6,0.5,0.5,0.0,0.3333,0.6667,0.3333,0.0
london,North Greenford,subdivision,2,1,1,48.3,48.3,48.3,0.778,13982.0,0,0,0,1,1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0
london,North Kensington,subdivision,104,63,82,200.4,125.35,290.35,0.1291,2043307.0,26,27,33,32,30,0.1635,0.7885,0.2885,0.6058,0.3171,0.3293,0.4024,0.3902,0.0769
london,North Sheen,subdivision,22,13,20,185.15,126.275,258.325,0.0722,188516.0,3,5,7,6,9,0.1364,0.9091,0.4091,0.5909,0.15,0.25,0.35,0.3,0.1667
london,North Tokyngton,subdivision,1,1,0,113.2,113.2,113.2,0.089,9154.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,North Woolwich,subdivision,5,3,3,115.5,69.45,161.25,0.064,42658.0,1,1,1,2,0,0.0,0.6,0.0,0.6,0.3333,0.3333,0.3333,0.6667,0.0
london,Northumberland Heath,subdivision,13,8,3,66.3,50.2,77.9,0.0444,32187.0,1,1,1,2,5,0.0,0.2308,0.3846,0.6154,0.3333,0.3333,0.3333,0.6667,0.0
london,Northwood,subdivision,6,4,4,153.6,50.6,217.9,0.031,113779.0,1,2,2,0,1,0.1667,0.6667,0.1667,0.6667,0.25,0.5,0.5,0.0,0.0
london,Notting Hill,subdivision,119,72,106,234.1,173.95,438.45,0.1605,2678450.0,21,32,36,39,64,0.3697,0.8908,0.5378,0.605,0.1981,0.3019,0.3396,0.3679,0.1837
london,Nunhead,subdivision,19,12,10,105.8,57.65,210.3,0.0481,178979.0,2,2,2,4,3,0.0,0.5263,0.1579,0.6316,0.2,0.2,0.2,0.4,0.0
london,Old Kent Road,subdivision,48,31,35,193.9,131.15,276.8,0.0685,491390.0,10,13,13,9,12,0.0833,0.7292,0.25,0.6458,0.2857,0.3714,0.3714,0.2571,0.0833
london,Old Malden,subdivision,2,1,1,118.45,85.525,151.375,0.0,7777.0,0,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0
london,Osterley,subdivision,6,4,3,90.4,49.875,144.475,0.1195,56507.0,1,1,1,2,0,0.0,0.5,0.0,0.6667,0.3333,0.3333,0.3333,0.6667,0.0
london,Oval,subdivision,44,28,24,149.05,84.725,251.925,0.2216,616605.0,6,9,9,9,11,0.0909,0.5455,0.25,0.6364,0.25,0.375,0.375,0.375,0.0
london,Paddington,neighborhood,152,106,128,301.5,215.8,492.5,0.1669,4428677.0,42,51,58,54,79,0.2895,0.8421,0.5197,0.6974,0.3281,0.3984,0.4531,0.4219,0.1538
london,Paddington Central,subdivision,1,1,1,555.3,555.3,555.3,0.0,4770.0,0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
london,Palmers Green,subdivision,6,5,3,80.4,76.8,186.5,0.2044,45748.0,0,0,2,0,0,0.0,0.5,0.0,0.8333,0.0,0.0,0.6667,0.0,0.0
london,Park Langley,subdivision,1,1,0,112.6,112.6,112.6,0.0,862.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,0.0
london,Park Royal,subdivision,29,23,20,117.8,88.7,214.1,0.0652,295269.0,3,3,7,8,15,0.4138,0.6897,0.5172,0.7931,0.15,0.15,0.35,0.4,0.1667
london,Patmore Estate,subdivision,1,1,0,230.1,230.1,230.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1.0,,,,,
london,Peckham,subdivision,30,17,19,120.4,80.65,172.925,0.0556,153020.0,4,4,6,7,2,0.0,0.6333,0.0667,0.5667,0.2105,0.2105,0.3158,0.3684,0.0
london,Penge,subdivision,10,6,8,155.55,37.2,199.925,0.0556,75814.0,2,2,4,1,0,0.0,0.8,0.0,0.6,0.25,0.25,0.5,0.125,0.0
london,Perivale,subdivision,12,9,5,80.15,71.6,110.325,0.1056,78852.0,1,1,1,2,3,0.1667,0.4167,0.25,0.75,0.2,0.2,0.2,0.4,0.1429
london,Perry Vale,subdivision,16,6,7,105.0,61.65,179.2,0.0714,26122.0,0,0,0,6,0,0.0,0.4375,0.0,0.375,0.0,0.0,0.0,0.8571,0.0
london,Petersham,subdivision,4,3,2,173.85,164.675,222.1,0.1417,23554.0,1,1,1,0,1,0.0,0.5,0.25,0.75,0.5,0.5,0.5,0.0,0.3333
london,Petts Wood,subdivision,2,1,1,79.1,79.1,79.1,0.489,19803.0,0,0,0,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
london,Pimlico,neighborhood,67,42,48,249.95,136.5,417.05,0.2507,1563586.0,19,20,20,20,25,0.0746,0.7164,0.3731,0.6269,0.3958,0.4167,0.4167,0.4167,0.1724
london,Pinner,subdivision,2,1,2,122.2,122.2,122.2,0.2,16664.0,1,1,1,1,0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0
london,Plaistow,subdivision,19,8,9,75.0,49.75,143.8,0.1323,106437.0,2,2,2,5,4,0.0,0.4737,0.2105,0.4211,0.2222,0.2222,0.2222,0.5556,0.0
london,Plashet,subdivision,5,3,2,123.9,99.9,187.05,0.0853,11746.0,0,0,0,0,1,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0
london,Plumstead,subdivision,19,16,15,150.65,74.325,218.925,0.0111,58255.0,1,2,4,5,7,0.1053,0.7895,0.3684,0.8421,0.0667,0.1333,0.2667,0.3333,0.0
